Date,SKU,Product Name,Category,Units Sold,Unit Cost,Unit Price,Inventory On Hand,Revenue,COGS,Gross Margin %,Discount,Net Profit
2025-10-13,SKU-PRD-109,Sourdough Bread,Produce,26,3.74,6.25,97,162.58,97.26,40.18,24.30,41.03
2025-08-02,SKU-PAN-026,Rice 5lb,Pantry,30,13.73,17.17,88,515.06,411.96,20.02,25.88,77.22
2025-02-25,SKU-FRZ-048,Frozen Pizza,Frozen,11,1.27,1.94,40,21.36,13.93,34.80,1.57,5.86
2025-03-14,SKU-MET-089,Paper Towels 6ct,Meat,4,9.85,18.80,214,75.19,39.42,47.57,10.83,24.94
2025-01-31,SKU-HOU-093,Dish Soap 24oz,Household,18,10.33,16.54,156,297.71,185.87,37.57,52.64,59.20
2025-01-04,SKU-PRD-112,Paper Towels 6ct,Produce,10,14.88,29.09,92,290.92,148.77,48.86,49.23,92.92
2025-06-12,SKU-DRY-041,Rice 5lb,Dairy,21,15.74,25.08,186,526.62,330.60,37.22,11.30,184.71
2025-10-04,SKU-SEA-071,Orange Juice 1L,Seafood,1,13.49,21.09,191,21.09,13.49,36.05,0.41,7.19
2025-08-14,SKU-PAN-087,Granola Bars 12ct,Pantry,5,13.59,18.12,90,90.58,67.93,25.00,12.64,10.01
2025-08-04,SKU-SEA-041,Salmon Fillet (lb),Seafood,8,9.84,20.17,200,161.37,78.74,51.20,8.07,74.55
2025-09-29,SKU-HOU-069,Whole Milk 1gal,Household,17,11.08,18.42,129,313.21,188.28,39.89,32.20,92.73
2025-02-04,SKU-BAK-085,Paper Towels 6ct,Bakery,9,3.70,7.20,18,64.77,33.33,48.55,3.67,27.77
2025-10-04,SKU-BEV-108,Pasta 16oz,Beverages,27,11.95,24.58,211,663.60,322.55,51.39,57.42,283.64
2025-07-11,SKU-PAN-024,Granola Bars 12ct,Pantry,11,15.79,29.78,51,327.59,173.69,46.98,48.85,105.05
2025-08-09,SKU-SEA-095,Orange Juice 1L,Seafood,26,3.56,4.34,211,112.96,92.50,18.11,7.46,13.00
2025-02-20,SKU-PRD-008,Sourdough Bread,Produce,9,6.10,12.61,35,113.51,54.93,51.61,2.85,55.73
2025-09-04,SKU-DRY-051,Frozen Pizza,Dairy,20,7.49,13.99,167,279.88,149.81,46.47,42.36,87.71
2025-11-11,SKU-PAN-099,Salmon Fillet (lb),Pantry,7,7.36,11.06,21,77.40,51.55,33.40,11.00,14.85
2025-10-28,SKU-PRD-109,Greek Yogurt 4pk,Produce,17,2.67,3.74,188,63.62,45.35,28.71,4.02,14.24
2025-08-28,SKU-DRY-022,Sourdough Bread,Dairy,13,8.42,11.38,101,147.90,109.48,25.98,15.87,22.55
2025-03-14,SKU-SNK-010,Greek Yogurt 4pk,Snacks,22,8.84,16.18,171,356.00,194.52,45.36,34.50,126.97
2025-04-28,SKU-DRY-115,Sourdough Bread,Dairy,10,12.32,19.93,147,199.26,123.20,38.17,35.68,40.38
2025-07-15,SKU-SNK-010,Rice 5lb,Snacks,20,12.26,21.33,36,426.63,245.24,42.52,46.10,135.29
2025-05-22,SKU-HOU-059,Sourdough Bread,Household,5,9.36,18.18,172,90.92,46.80,48.53,3.53,40.59
2025-11-14,SKU-SNK-087,Chicken Breast (lb),Snacks,5,9.93,12.92,78,64.62,49.64,23.17,1.70,13.27
2025-02-17,SKU-BEV-060,Eggs 12ct,Beverages,5,7.20,13.81,74,69.03,36.02,47.82,9.78,23.23
2025-10-01,SKU-HOU-017,Pasta 16oz,Household,8,8.89,12.92,50,103.32,71.16,31.13,8.59,23.58
2025-07-22,SKU-PAN-092,Olive Oil 1L,Pantry,13,13.20,20.65,80,268.50,171.55,36.11,44.56,52.39
2025-10-09,SKU-SEA-086,Ground Beef 1lb,Seafood,26,3.57,5.55,11,144.23,92.84,35.63,13.32,38.07
2025-09-08,SKU-BAK-057,Granola Bars 12ct,Bakery,8,14.75,19.14,159,153.14,118.03,22.93,1.51,33.61
2025-06-09,SKU-FRZ-045,Greek Yogurt 4pk,Frozen,9,13.57,24.41,203,219.68,122.14,44.40,13.81,83.73
2025-01-24,SKU-BEV-036,Frozen Pizza,Beverages,24,9.74,19.08,182,457.86,233.78,48.94,74.95,149.13
2025-12-11,SKU-FRZ-012,Whole Milk 1gal,Frozen,16,14.72,22.74,89,363.92,235.49,35.29,19.08,109.35
2025-03-15,SKU-FRZ-022,Potato Chips 8oz,Frozen,19,15.30,24.51,142,465.74,290.67,37.59,37.26,137.80
2025-09-18,SKU-PRD-017,Paper Towels 6ct,Produce,21,9.91,19.55,69,410.60,208.01,49.34,12.69,189.89
2025-02-24,SKU-SNK-007,Whole Milk 1gal,Snacks,3,4.20,8.29,122,24.86,12.59,49.36,3.08,9.19
2025-03-08,SKU-SEA-068,Paper Towels 6ct,Seafood,19,9.02,12.63,201,239.94,171.42,28.56,42.93,25.58
2025-03-25,SKU-SNK-004,Sourdough Bread,Snacks,29,8.81,15.13,161,438.74,255.41,41.79,15.17,168.16
2025-06-24,SKU-PAN-019,Salmon Fillet (lb),Pantry,26,1.81,2.55,88,66.33,46.93,29.25,8.95,10.45
2025-12-19,SKU-HOU-116,Bananas (lb),Household,7,10.91,16.56,23,115.90,76.39,34.10,12.53,26.99
2025-04-02,SKU-SEA-005,Granola Bars 12ct,Seafood,18,2.42,4.84,3,87.13,43.48,50.10,4.91,38.73
2025-03-08,SKU-DRY-092,Olive Oil 1L,Dairy,12,16.95,22.38,77,268.52,203.37,24.26,45.50,19.64
2025-12-24,SKU-SNK-041,Greek Yogurt 4pk,Snacks,8,10.66,19.57,47,156.58,85.27,45.54,18.06,53.25
2025-04-03,SKU-MET-118,Pasta 16oz,Meat,2,1.21,2.53,160,5.06,2.41,52.37,0.86,1.79
2025-10-12,SKU-BAK-017,Bananas (lb),Bakery,3,13.96,27.10,77,81.29,41.87,48.49,5.49,33.93
2025-12-26,SKU-PRD-092,Frozen Pizza,Produce,3,16.28,24.33,211,72.99,48.83,33.10,4.98,19.18
2025-01-02,SKU-SEA-081,Pasta 16oz,Seafood,7,15.95,22.08,119,154.55,111.66,27.75,19.26,23.62
2025-04-29,SKU-PAN-009,Apples (3lb bag),Pantry,24,15.82,19.05,48,457.27,379.78,16.95,2.76,74.72
2025-03-09,SKU-MET-113,Chicken Breast (lb),Meat,16,2.70,3.38,65,54.15,43.25,20.14,2.73,8.17
2025-06-08,SKU-BAK-079,Pasta 16oz,Bakery,24,9.30,11.87,187,284.81,223.23,21.62,34.78,26.80
2025-02-12,SKU-MET-028,Apples (3lb bag),Meat,29,4.61,7.94,129,230.39,133.56,42.03,3.51,93.33
2025-11-14,SKU-SEA-059,Chicken Breast (lb),Seafood,26,13.25,20.68,120,537.56,344.61,35.89,33.24,159.71
2025-08-20,SKU-PAN-106,Bananas (lb),Pantry,16,13.78,26.02,27,416.39,220.55,47.03,30.50,165.34
2025-12-10,SKU-DRY-071,Granola Bars 12ct,Dairy,15,2.40,3.43,2,51.48,35.94,30.18,0.07,15.47
2025-12-06,SKU-PRD-103,Rice 5lb,Produce,26,7.97,15.52,23,403.42,207.14,48.65,29.09,167.19
2025-01-30,SKU-BEV-092,Orange Juice 1L,Beverages,7,8.75,16.00,193,112.00,61.22,45.34,18.55,32.23
2025-10-13,SKU-FRZ-060,Apples (3lb bag),Frozen,6,6.45,11.61,46,69.65,38.67,44.48,7.98,22.99
2025-01-04,SKU-PRD-114,Orange Juice 1L,Produce,22,13.02,26.16,65,575.42,286.37,50.23,74.51,214.54
2025-12-24,SKU-MET-118,Salmon Fillet (lb),Meat,26,3.10,4.95,188,128.66,80.71,37.27,4.08,43.87
2025-12-02,SKU-MET-036,Eggs 12ct,Meat,18,2.03,3.70,43,66.66,36.56,45.16,9.63,20.48
2025-12-04,SKU-BAK-096,Bananas (lb),Bakery,2,14.58,27.70,49,55.40,29.16,47.36,5.34,20.89
2025-12-20,SKU-SNK-005,Olive Oil 1L,Snacks,20,14.84,29.04,167,580.75,296.81,48.89,29.96,253.98
2025-03-11,SKU-SEA-014,Orange Juice 1L,Seafood,14,6.37,11.10,91,155.43,89.24,42.59,3.99,62.21
2025-09-22,SKU-SNK-013,Salmon Fillet (lb),Snacks,9,11.40,14.27,206,128.42,102.60,20.11,21.29,4.54
2025-11-21,SKU-PRD-009,Rice 5lb,Produce,4,13.66,18.14,52,72.57,54.64,24.71,1.56,16.37
2025-02-15,SKU-PRD-101,Paper Towels 6ct,Produce,9,14.73,24.41,43,219.70,132.58,39.66,38.83,48.30
2025-08-01,SKU-BAK-082,Greek Yogurt 4pk,Bakery,22,16.99,32.81,55,721.83,373.74,48.22,80.58,267.51
2025-09-29,SKU-PAN-006,Eggs 12ct,Pantry,10,16.70,30.34,193,303.41,166.99,44.96,21.16,115.26
2025-06-01,SKU-PRD-064,Rice 5lb,Produce,26,15.24,21.94,175,570.42,396.37,30.51,10.48,163.57
2025-08-15,SKU-BEV-017,Paper Towels 6ct,Beverages,20,16.82,27.68,142,553.70,336.36,39.25,61.82,155.52
2025-07-23,SKU-BEV-018,Olive Oil 1L,Beverages,26,5.38,10.21,219,265.37,139.98,47.25,40.09,85.30
2025-12-05,SKU-PAN-051,Eggs 12ct,Pantry,30,14.65,26.83,82,804.94,439.51,45.40,45.67,319.76
2025-04-29,SKU-BAK-065,Frozen Pizza,Bakery,13,3.42,5.80,178,75.44,44.43,41.10,4.73,26.27
2025-01-30,SKU-BEV-052,Ground Beef 1lb,Beverages,22,12.39,22.42,172,493.17,272.53,44.74,11.71,208.93
2025-07-18,SKU-FRZ-110,Chicken Breast (lb),Frozen,8,3.06,4.74,89,37.89,24.45,35.46,1.47,11.96
2025-12-18,SKU-PAN-055,Frozen Pizza,Pantry,2,6.76,13.83,75,27.65,13.51,51.14,1.09,13.05
2025-08-15,SKU-PRD-004,Eggs 12ct,Produce,5,10.84,13.65,184,68.25,54.22,20.56,6.63,7.41
2025-04-17,SKU-BEV-045,Granola Bars 12ct,Beverages,7,17.15,32.56,214,227.93,120.05,47.33,23.23,84.65
2025-12-03,SKU-DRY-044,Eggs 12ct,Dairy,11,6.45,12.34,102,135.77,70.97,47.73,2.96,61.84
2025-12-16,SKU-BEV-090,Sourdough Bread,Beverages,24,4.55,8.53,133,204.75,109.32,46.61,6.47,88.96
2025-09-08,SKU-PRD-014,Apples (3lb bag),Produce,5,12.96,25.40,49,126.98,64.80,48.97,10.33,51.86
2025-07-18,SKU-MET-104,Frozen Pizza,Meat,23,12.51,23.42,158,538.67,287.71,46.59,29.76,221.20
2025-02-09,SKU-PRD-081,Whole Milk 1gal,Produce,6,7.94,10.90,20,65.39,47.62,27.18,7.19,10.58
2025-03-12,SKU-PAN-039,Bananas (lb),Pantry,3,9.91,13.90,42,41.70,29.74,28.69,2.19,9.77
2025-06-09,SKU-BEV-077,Whole Milk 1gal,Beverages,2,5.36,10.63,126,21.25,10.72,49.57,0.32,10.21
2025-05-04,SKU-BAK-026,Apples (3lb bag),Bakery,4,8.17,15.43,79,61.72,32.70,47.02,8.24,20.78
2025-06-28,SKU-PAN-058,Bananas (lb),Pantry,11,10.48,19.97,72,219.72,115.28,47.54,23.80,80.65
2025-09-25,SKU-DRY-061,Soda 12oz 6pk,Dairy,23,9.95,17.98,87,413.57,228.88,44.66,63.81,120.87
2025-06-29,SKU-SEA-085,Chicken Breast (lb),Seafood,17,3.66,5.32,210,90.50,62.17,31.31,1.89,26.44
2025-04-29,SKU-BEV-029,Frozen Pizza,Beverages,8,0.84,1.66,172,13.29,6.76,49.15,0.39,6.14
2025-07-25,SKU-BAK-101,Olive Oil 1L,Bakery,7,2.82,5.55,58,38.82,19.71,49.24,3.74,15.38
2025-10-29,SKU-FRZ-086,Eggs 12ct,Frozen,8,5.57,11.42,36,91.32,44.57,51.20,2.86,43.89
2025-02-11,SKU-FRZ-118,Bananas (lb),Frozen,9,12.33,15.99,101,143.91,110.94,22.91,7.48,25.49
2025-04-22,SKU-SNK-080,Orange Juice 1L,Snacks,21,2.93,5.79,112,121.62,61.46,49.47,21.23,38.94
2025-01-06,SKU-HOU-046,Rice 5lb,Household,10,14.48,24.44,130,244.39,144.83,40.74,30.80,68.77
2025-12-22,SKU-SNK-008,Rice 5lb,Snacks,16,13.48,20.54,163,328.68,215.71,34.37,36.58,76.39
2025-07-09,SKU-PAN-098,Ground Beef 1lb,Pantry,1,6.08,12.56,107,12.56,6.08,51.60,0.92,5.57
2025-04-22,SKU-BEV-103,Ground Beef 1lb,Beverages,30,13.64,20.12,149,603.48,409.22,32.19,25.91,168.35
2025-02-19,SKU-MET-113,Soda 12oz 6pk,Meat,7,1.45,2.96,84,20.71,10.14,51.02,0.47,10.10
2025-12-10,SKU-PRD-069,Apples (3lb bag),Produce,4,8.70,14.52,74,58.08,34.82,40.05,8.33,14.93
2025-10-06,SKU-BEV-053,Pasta 16oz,Beverages,12,3.81,5.12,80,61.41,45.75,25.50,1.56,14.10
2025-03-03,SKU-MET-113,Granola Bars 12ct,Meat,30,7.02,13.62,106,408.70,210.68,48.45,12.67,185.35
2025-06-02,SKU-BEV-096,Salmon Fillet (lb),Beverages,17,13.05,26.90,75,457.38,221.78,51.51,52.65,182.95
2025-04-05,SKU-DRY-001,Laundry Detergent 64oz,Dairy,9,6.44,9.57,167,86.12,57.95,32.70,10.38,17.78
2025-12-12,SKU-BAK-086,Dish Soap 24oz,Bakery,30,7.79,9.52,68,285.65,233.74,18.17,25.54,26.37
2025-11-24,SKU-SNK-081,Olive Oil 1L,Snacks,19,3.68,5.96,150,113.28,70.00,38.21,17.85,25.43
2025-07-13,SKU-DRY-055,Eggs 12ct,Dairy,25,11.55,16.74,158,418.59,288.83,31.00,55.90,73.85
2025-01-31,SKU-DRY-003,Olive Oil 1L,Dairy,28,4.98,7.57,145,212.01,139.43,34.23,16.49,56.09
2025-09-01,SKU-PAN-022,Frozen Pizza,Pantry,30,12.11,23.11,128,693.33,363.15,47.62,70.56,259.61
2025-11-06,SKU-DRY-011,Salmon Fillet (lb),Dairy,14,1.90,2.71,74,37.89,26.54,29.96,5.22,6.14
2025-01-07,SKU-SNK-050,Potato Chips 8oz,Snacks,25,5.81,11.04,98,276.03,145.34,47.35,8.46,122.23
2025-07-01,SKU-SEA-098,Apples (3lb bag),Seafood,9,16.56,34.39,203,309.47,149.02,51.85,44.02,116.42
2025-12-22,SKU-SNK-051,Olive Oil 1L,Snacks,29,14.82,22.23,70,644.81,429.90,33.33,115.54,99.37
2025-06-12,SKU-FRZ-109,Pasta 16oz,Frozen,7,2.42,5.03,155,35.24,16.97,51.84,1.81,16.46
2025-08-13,SKU-PAN-057,Frozen Pizza,Pantry,18,6.74,9.24,104,166.36,121.41,27.02,3.16,41.78
2025-10-26,SKU-PAN-119,Soda 12oz 6pk,Pantry,27,5.52,10.01,116,270.28,149.08,44.84,19.89,101.30
2025-08-03,SKU-MET-104,Dish Soap 24oz,Meat,18,14.08,17.37,122,312.58,253.40,18.93,5.63,53.54
2025-04-16,SKU-MET-072,Bananas (lb),Meat,16,12.48,25.58,204,409.33,199.64,51.23,73.05,136.64
2025-10-27,SKU-FRZ-049,Dish Soap 24oz,Frozen,24,1.20,1.59,126,38.27,28.78,24.82,6.23,3.27
2025-02-01,SKU-SEA-064,Laundry Detergent 64oz,Seafood,8,5.82,10.47,150,83.72,46.52,44.43,4.82,32.38
2025-01-25,SKU-BAK-038,Granola Bars 12ct,Bakery,22,2.37,4.50,101,98.98,52.04,47.42,16.34,30.60
2025-07-16,SKU-DRY-033,Potato Chips 8oz,Dairy,30,12.44,19.59,159,587.65,373.21,36.49,87.28,127.16
2025-07-23,SKU-PRD-034,Granola Bars 12ct,Produce,27,7.25,8.83,19,238.38,195.81,17.86,3.61,38.96
2025-02-17,SKU-HOU-102,Paper Towels 6ct,Household,24,16.02,26.15,204,627.69,384.38,38.76,7.00,236.30
2025-05-22,SKU-BAK-033,Apples (3lb bag),Bakery,10,14.63,26.14,88,261.45,146.31,44.04,17.31,97.82
2025-02-14,SKU-DRY-051,Ground Beef 1lb,Dairy,10,11.60,22.43,136,224.30,116.00,48.28,28.05,80.25
2025-11-20,SKU-BAK-065,Chicken Breast (lb),Bakery,27,5.14,8.78,80,237.01,138.79,41.44,38.02,60.19
2025-10-18,SKU-SNK-090,Whole Milk 1gal,Snacks,17,3.25,3.98,72,67.63,55.18,18.40,10.23,2.22
2025-05-17,SKU-SNK-024,Apples (3lb bag),Snacks,4,6.71,8.36,104,33.46,26.86,19.72,1.65,4.95
2025-04-19,SKU-PRD-013,Orange Juice 1L,Produce,29,15.30,30.61,56,887.65,443.77,50.01,11.72,432.16
2025-06-04,SKU-PAN-110,Ground Beef 1lb,Pantry,2,13.02,21.88,190,43.76,26.04,40.48,0.26,17.45
2025-02-23,SKU-SEA-113,Paper Towels 6ct,Seafood,4,3.42,4.76,162,19.02,13.69,28.05,1.09,4.25
2025-04-17,SKU-PAN-046,Orange Juice 1L,Pantry,18,12.93,16.58,83,298.40,232.69,22.02,49.73,15.97
2025-11-09,SKU-HOU-015,Greek Yogurt 4pk,Household,14,6.51,9.60,204,134.45,91.09,32.25,6.97,36.39
2025-11-27,SKU-SEA-038,Paper Towels 6ct,Seafood,28,6.29,11.45,146,320.48,176.12,45.05,13.46,130.91
2025-09-03,SKU-BAK-009,Rice 5lb,Bakery,29,1.94,2.56,10,74.28,56.16,24.39,3.58,14.54
2025-09-19,SKU-BAK-103,Orange Juice 1L,Bakery,11,17.91,31.53,145,346.83,197.03,43.19,60.12,89.68
2025-11-09,SKU-PRD-097,Apples (3lb bag),Produce,17,9.47,15.72,220,267.17,160.99,39.74,30.20,75.97
2025-08-28,SKU-PRD-078,Bananas (lb),Produce,12,3.77,7.41,101,88.90,45.28,49.07,11.07,32.56
2025-12-07,SKU-DRY-024,Pasta 16oz,Dairy,1,14.37,28.72,197,28.72,14.37,49.99,2.34,12.01
2025-09-07,SKU-DRY-009,Apples (3lb bag),Dairy,1,12.49,24.88,119,24.88,12.49,49.79,1.68,10.71
2025-09-16,SKU-FRZ-095,Paper Towels 6ct,Frozen,16,10.93,22.73,120,363.73,174.89,51.92,9.06,179.77
2025-12-19,SKU-PAN-005,Olive Oil 1L,Pantry,8,4.75,6.46,54,51.66,38.02,26.41,6.77,6.88
2025-11-17,SKU-PAN-077,Salmon Fillet (lb),Pantry,7,15.03,22.04,140,154.27,105.19,31.81,2.64,46.44
2025-10-27,SKU-PAN-089,Olive Oil 1L,Pantry,1,10.19,14.17,15,14.17,10.19,28.05,2.09,1.88
2025-12-15,SKU-HOU-056,Granola Bars 12ct,Household,6,1.78,3.68,24,22.09,10.67,51.72,2.46,8.96
2025-03-14,SKU-PAN-104,Soda 12oz 6pk,Pantry,16,2.38,4.53,9,72.54,38.03,47.56,7.24,27.26
2025-10-30,SKU-DRY-052,Paper Towels 6ct,Dairy,3,14.17,23.70,125,71.10,42.51,40.21,7.05,21.54
2025-03-09,SKU-FRZ-047,Greek Yogurt 4pk,Frozen,21,1.47,3.05,17,64.00,30.96,51.63,9.95,23.10
2025-03-04,SKU-BAK-071,Bananas (lb),Bakery,9,12.80,25.42,72,228.79,115.20,49.65,11.68,101.91
2025-11-18,SKU-SNK-112,Greek Yogurt 4pk,Snacks,10,1.86,3.45,66,34.46,18.56,46.14,3.85,12.05
2025-07-08,SKU-PRD-092,Dish Soap 24oz,Produce,6,11.70,20.72,168,124.32,70.19,43.54,1.84,52.29
2025-07-13,SKU-PAN-097,Bananas (lb),Pantry,10,13.49,20.04,207,200.40,134.91,32.68,4.40,61.09
2025-09-06,SKU-HOU-035,Bananas (lb),Household,21,3.04,4.03,94,84.66,63.87,24.56,5.09,15.71
2025-03-27,SKU-PAN-115,Laundry Detergent 64oz,Pantry,11,7.65,13.62,58,149.87,84.11,43.88,5.77,59.98
2025-05-12,SKU-MET-078,Laundry Detergent 64oz,Meat,14,9.28,13.06,120,182.85,129.86,28.98,18.40,34.59
2025-12-30,SKU-SNK-059,Pasta 16oz,Snacks,4,12.40,20.26,39,81.02,49.59,38.79,8.28,23.15
2025-06-09,SKU-SEA-013,Bananas (lb),Seafood,4,5.32,10.01,218,40.02,21.27,46.86,4.84,13.92
2025-09-13,SKU-SEA-049,Dish Soap 24oz,Seafood,13,13.73,22.31,155,290.00,178.47,38.46,13.93,97.60
2025-11-30,SKU-SNK-116,Olive Oil 1L,Snacks,9,15.58,21.84,136,196.60,140.23,28.67,16.43,39.94
2025-05-23,SKU-BEV-012,Soda 12oz 6pk,Beverages,15,7.58,12.66,24,189.90,113.72,40.11,26.53,49.65
2025-03-29,SKU-BEV-091,Whole Milk 1gal,Beverages,9,4.67,6.41,55,57.66,42.04,27.10,3.21,12.41
2025-11-13,SKU-BEV-084,Orange Juice 1L,Beverages,2,5.52,7.19,17,14.39,11.05,23.23,2.23,1.11
2025-07-22,SKU-MET-089,Ground Beef 1lb,Meat,30,12.16,17.63,137,528.95,364.72,31.05,57.80,106.43
2025-05-22,SKU-HOU-042,Bananas (lb),Household,19,14.29,27.67,211,525.82,271.49,48.37,54.77,199.55
2025-02-25,SKU-DRY-052,Frozen Pizza,Dairy,19,9.28,13.31,80,252.90,176.33,30.28,36.23,40.34
2025-10-02,SKU-PAN-077,Orange Juice 1L,Pantry,10,1.44,2.35,128,23.48,14.45,38.47,1.50,7.53
2025-04-06,SKU-PRD-070,Whole Milk 1gal,Produce,2,9.43,15.79,18,31.57,18.86,40.28,5.15,7.57
2025-03-02,SKU-PAN-098,Laundry Detergent 64oz,Pantry,29,10.81,19.24,95,557.94,313.63,43.79,85.23,159.09
2025-03-30,SKU-SEA-097,Apples (3lb bag),Seafood,15,5.55,10.73,181,160.97,83.25,48.29,26.92,50.81
2025-10-15,SKU-FRZ-013,Laundry Detergent 64oz,Frozen,19,0.84,1.75,32,33.17,16.05,51.61,4.10,13.02
2025-08-17,SKU-BEV-029,Rice 5lb,Beverages,17,13.43,24.43,194,415.30,228.26,45.04,17.11,169.92
2025-09-03,SKU-SNK-028,Whole Milk 1gal,Snacks,5,4.07,6.80,5,34.01,20.36,40.14,3.41,10.24
2025-07-30,SKU-DRY-102,Chicken Breast (lb),Dairy,17,14.49,18.77,179,319.04,246.27,22.81,46.34,26.42
2025-08-28,SKU-FRZ-037,Pasta 16oz,Frozen,12,7.58,15.21,36,182.48,90.98,50.14,19.74,71.77
2025-05-03,SKU-DRY-053,Orange Juice 1L,Dairy,18,16.23,30.79,127,554.28,292.09,47.30,95.05,167.14
2025-05-24,SKU-DRY-073,Apples (3lb bag),Dairy,15,13.11,26.20,111,392.99,196.59,49.98,60.71,135.70
2025-10-14,SKU-SNK-040,Frozen Pizza,Snacks,20,3.59,6.20,196,124.05,71.75,42.16,20.33,31.97
2025-08-11,SKU-HOU-006,Orange Juice 1L,Household,24,16.51,32.22,182,773.31,396.33,48.75,132.06,244.91
2025-07-10,SKU-SNK-003,Orange Juice 1L,Snacks,17,2.64,3.41,139,57.91,44.92,22.43,5.01,7.98
2025-09-12,SKU-SEA-014,Whole Milk 1gal,Seafood,29,6.99,12.61,210,365.63,202.69,44.57,12.14,150.81
2025-07-20,SKU-FRZ-019,Potato Chips 8oz,Frozen,11,2.80,4.66,125,51.27,30.82,39.87,2.28,18.16
2025-07-08,SKU-FRZ-098,Whole Milk 1gal,Frozen,12,16.31,21.51,9,258.09,195.67,24.18,9.70,52.72
2025-01-22,SKU-BEV-029,Ground Beef 1lb,Beverages,28,7.92,13.66,25,382.53,221.86,42.00,36.55,124.12
2025-02-06,SKU-FRZ-047,Granola Bars 12ct,Frozen,9,1.84,2.78,90,25.01,16.59,33.66,2.38,6.03
2025-10-30,SKU-PAN-086,Greek Yogurt 4pk,Pantry,3,4.85,9.59,117,28.76,14.55,49.41,1.29,12.91
2025-08-22,SKU-BEV-117,Rice 5lb,Beverages,3,14.52,22.37,169,67.12,43.56,35.10,7.30,16.26
2025-06-27,SKU-SNK-022,Greek Yogurt 4pk,Snacks,29,17.55,29.44,189,853.78,509.05,40.38,112.31,232.42
2025-01-24,SKU-FRZ-107,Pasta 16oz,Frozen,30,2.26,2.92,11,87.55,67.69,22.68,5.66,14.19
2025-10-03,SKU-PAN-040,Salmon Fillet (lb),Pantry,30,3.09,3.72,86,111.60,92.69,16.94,4.76,14.14
2025-12-18,SKU-HOU-024,Laundry Detergent 64oz,Household,4,1.13,1.59,165,6.38,4.51,29.26,0.86,1.01
2025-02-06,SKU-HOU-035,Greek Yogurt 4pk,Household,1,8.29,10.24,161,10.24,8.29,19.01,0.15,1.80
2025-03-23,SKU-PRD-066,Dish Soap 24oz,Produce,25,10.43,20.33,82,508.18,260.73,48.69,85.70,161.76
2025-12-01,SKU-SEA-046,Whole Milk 1gal,Seafood,6,3.37,6.57,166,39.41,20.19,48.76,5.27,13.94
2025-06-06,SKU-SEA-083,Paper Towels 6ct,Seafood,11,1.79,3.17,90,34.84,19.70,43.45,0.43,14.71
2025-10-22,SKU-PAN-001,Granola Bars 12ct,Pantry,26,13.55,27.32,142,710.41,352.36,50.40,93.84,264.20
2025-11-02,SKU-PAN-103,Orange Juice 1L,Pantry,28,16.20,30.31,24,848.57,453.73,46.53,37.11,357.73
2025-12-15,SKU-SEA-088,Laundry Detergent 64oz,Seafood,3,5.95,10.69,208,32.07,17.84,44.38,4.72,9.52
2025-11-04,SKU-DRY-072,Dish Soap 24oz,Dairy,9,5.88,9.68,176,87.14,52.92,39.27,9.60,24.62
2025-08-29,SKU-BAK-023,Frozen Pizza,Bakery,13,5.33,10.24,19,133.12,69.25,47.98,4.38,59.50
2025-11-09,SKU-BAK-031,Eggs 12ct,Bakery,12,1.92,3.76,78,45.14,22.98,49.08,1.68,20.48
2025-04-04,SKU-MET-065,Ground Beef 1lb,Meat,30,7.55,12.52,147,375.47,226.39,39.70,6.56,142.52
2025-10-13,SKU-PAN-097,Salmon Fillet (lb),Pantry,23,16.49,33.77,14,776.78,379.21,51.18,120.11,277.46
2025-09-19,SKU-SEA-011,Apples (3lb bag),Seafood,18,13.62,22.83,188,410.85,245.11,40.34,67.48,98.27
2025-12-15,SKU-SNK-050,Dish Soap 24oz,Snacks,18,4.14,7.36,73,132.43,74.59,43.67,15.00,42.84
2025-08-17,SKU-PRD-056,Orange Juice 1L,Produce,29,1.00,1.88,145,54.40,28.91,46.85,7.76,17.72
2025-02-18,SKU-SNK-096,Potato Chips 8oz,Snacks,3,12.63,15.45,83,46.34,37.88,18.26,1.03,7.43
2025-10-29,SKU-PAN-009,Apples (3lb bag),Pantry,10,17.47,25.95,181,259.49,174.72,32.67,30.18,54.60
2025-06-26,SKU-PRD-120,Bananas (lb),Produce,22,9.10,18.09,122,397.99,200.16,49.71,19.36,178.48
2025-05-28,SKU-SEA-093,Salmon Fillet (lb),Seafood,28,16.23,25.43,98,712.01,454.36,36.19,4.48,253.17
2025-03-29,SKU-MET-002,Sourdough Bread,Meat,14,8.35,15.54,45,217.56,116.90,46.27,2.85,97.81
2025-06-23,SKU-HOU-035,Bananas (lb),Household,10,4.46,5.79,132,57.88,44.59,22.97,6.54,6.76
2025-04-20,SKU-DRY-036,Orange Juice 1L,Dairy,30,1.97,3.43,40,102.92,58.99,42.68,4.31,39.61
2025-08-06,SKU-BEV-085,Frozen Pizza,Beverages,7,12.67,21.94,190,153.59,88.70,42.25,12.10,52.79
2025-07-17,SKU-BEV-102,Orange Juice 1L,Beverages,19,16.31,26.84,152,509.95,309.89,39.23,53.34,146.72
2025-11-12,SKU-HOU-084,Salmon Fillet (lb),Household,23,12.37,20.22,81,465.15,284.45,38.85,22.25,158.46
2025-12-08,SKU-DRY-094,Olive Oil 1L,Dairy,11,0.93,1.24,206,13.67,10.19,25.44,1.63,1.84
