Date,Segment,Region,Product,Customer,Channel,Units Sold,Unit Price,Discount Amount,Net Sales,COGS,Gross Profit,Operating Expense,Marketing Spend,Total Expense,Net Income,Order ID
2023-07-19,SMB,North America,Analytics Suite,Nova Retail,Direct,597,120.29,718.13,71095,36969.4,34125.6,11375.2,2843.8,14219,19906.6,ORD-2023-000604
2023-07-03,Mid-Market,APAC,Forecast Pro,Beta GmbH,In-Store,568,187.17,10631.26,95681.3,61236.03,34445.27,10524.94,3827.25,14352.19,20093.08,ORD-2023-000605
2023-07-28,Enterprise,Middle East,Forecast Pro,Helios AG,Direct,380,433.58,11533.23,153227.17,91936.3,61290.87,22984.08,9193.63,32177.71,29113.16,ORD-2023-000606
2023-07-17,SMB,Europe,Analytics Suite,Beta GmbH,In-Store,164,105.77,173.46,17172.82,8758.14,8414.68,2404.19,1202.1,3606.29,4808.39,ORD-2023-000607
2023-07-12,Mid-Market,Europe,Forecast Pro,Sakura Ltd,Direct,46,303.91,698.99,13280.87,7968.52,5312.35,1593.7,398.43,1992.13,3320.22,ORD-2023-000608
2023-07-14,Enterprise,Middle East,Forecast Pro,Zenith Co,Partner,283,480.16,10870.82,125014.46,78759.11,46255.35,20002.31,5000.58,25002.89,21252.46,ORD-2023-000609
2023-07-08,SMB,North America,Analytics Suite,Maple LLC,Direct,49,124.76,122.26,5990.98,3115.31,2875.67,778.83,419.37,1198.2,1677.47,ORD-2023-000610
2023-07-04,Enterprise,APAC,Forecast Pro,Maple LLC,Online,384,409.73,11013.54,146322.78,87793.67,58529.11,20485.19,2926.46,23411.65,35117.46,ORD-2023-000611
2023-07-18,SMB,Europe,Analytics Suite,Maple LLC,Direct,267,98.54,263.1,26047.08,13804.95,12242.13,3386.12,520.94,3907.06,8335.07,ORD-2023-000612
2023-07-12,Enterprise,North America,Forecast Pro,Sakura Ltd,Partner,572,508.76,8730.32,282280.4,177836.65,104443.75,42342.06,5645.61,47987.67,56456.08,ORD-2023-000613
2023-07-09,SMB,APAC,Data Sync,Atlas BV,Direct,299,145.47,1739.82,41755.71,25053.43,16702.28,3758.01,1252.67,5010.68,11691.6,ORD-2023-000614
2023-07-25,SMB,Middle East,Integration Pack,Orion Inc,Direct,441,127.28,1683.91,54446.57,34845.8,19600.77,7622.52,2177.86,9800.38,9800.39,ORD-2023-000615
2023-07-20,Enterprise,Latin America,Starter Plan,Helios AG,Online,201,483.41,12631.5,84533.91,50720.35,33813.56,10989.41,2536.02,13525.43,20288.13,ORD-2023-000616
2023-07-22,Enterprise,Middle East,Integration Pack,Orion Inc,Direct,423,324.77,12363.99,125013.72,77508.51,47505.21,15001.65,3750.41,18752.06,28753.15,ORD-2023-000617
2023-07-04,Mid-Market,APAC,Integration Pack,Atlas BV,Online,312,192.69,1202.39,58916.89,37706.81,21210.08,7659.2,2945.84,10605.04,10605.04,ORD-2023-000618
2023-07-04,Mid-Market,Middle East,Starter Plan,Nova Retail,In-Store,156,209.4,2613.31,30053.09,18031.85,12021.24,3906.9,601.06,4507.96,7513.28,ORD-2023-000619
2023-07-17,Enterprise,Latin America,Integration Pack,Atlas BV,Online,462,370.92,5140.95,166224.09,99734.45,66489.64,16622.41,3324.48,19946.89,46542.75,ORD-2023-000620
2023-08-05,SMB,APAC,Analytics Suite,Maple LLC,Direct,461,151.3,3487.47,66261.83,33130.92,33130.91,7288.8,1325.24,8614.04,24516.87,ORD-2023-000621
2023-08-11,Enterprise,Europe,Data Sync,Maple LLC,In-Store,559,466.33,13033.92,247644.55,138680.95,108963.6,37146.68,12382.23,49528.91,59434.69,ORD-2023-000622
2023-08-28,Enterprise,Middle East,Analytics Suite,Andes Group,Online,149,503.21,4498.7,70479.59,35239.8,35239.79,8457.55,3523.98,11981.53,23258.26,ORD-2023-000623
2023-08-16,Mid-Market,Middle East,Analytics Suite,Nova Retail,In-Store,381,216.93,1653.01,80997.32,40498.66,40498.66,8099.73,5669.81,13769.54,26729.12,ORD-2023-000624
2023-08-06,SMB,Middle East,Starter Plan,Helios AG,Partner,561,133.44,5988.79,68871.05,44077.47,24793.58,10330.66,3443.55,13774.21,11019.37,ORD-2023-000625
2023-08-03,Enterprise,APAC,Integration Pack,Zenith Co,In-Store,446,461.95,12361.78,193667.92,120074.11,73593.81,19366.79,7746.72,27113.51,46480.3,ORD-2023-000626
2023-08-08,Enterprise,Europe,Starter Plan,Beta GmbH,Online,156,286.63,2682.86,42031.42,26059.48,15971.94,6725.03,2521.89,9246.92,6725.02,ORD-2023-000627
2023-08-27,Mid-Market,North America,Integration Pack,Acme Corp,Direct,412,224.1,7386.34,84942.86,50965.72,33977.14,8494.29,1698.86,10193.15,23783.99,ORD-2023-000628
2023-08-03,Enterprise,North America,Forecast Pro,Andes Group,In-Store,67,500.09,2680.48,30825.55,19728.35,11097.2,3390.81,616.51,4007.32,7089.88,ORD-2023-000629
2023-08-25,SMB,Middle East,Analytics Suite,Sakura Ltd,Partner,273,147.13,401.66,39764.83,20677.71,19087.12,5567.08,2385.89,7952.97,11134.15,ORD-2023-000630
2023-08-05,Enterprise,APAC,Integration Pack,Beta GmbH,Direct,211,277.23,4679.64,53815.89,32827.69,20988.2,5919.75,3767.11,9686.86,11301.34,ORD-2023-000631
2023-08-24,Mid-Market,Middle East,Starter Plan,Zenith Co,Online,181,276.42,2001.28,48030.74,29298.75,18731.99,5763.69,960.61,6724.3,12007.69,ORD-2023-000632
2023-08-07,Mid-Market,Europe,Integration Pack,Acme Corp,Online,590,280.78,1656.6,164003.6,100042.2,63961.4,21320.47,9840.22,31160.69,32800.71,ORD-2023-000633
2023-08-05,Enterprise,North America,Starter Plan,Atlas BV,In-Store,384,314.5,13284.48,107483.52,64490.11,42993.41,9673.52,2149.67,11823.19,31170.22,ORD-2023-000634
2023-08-17,Enterprise,Middle East,Forecast Pro,Maple LLC,In-Store,136,482.91,3940.55,61735.21,38275.83,23459.38,5556.17,1234.7,6790.87,16668.51,ORD-2023-000635
2023-08-27,SMB,APAC,Analytics Suite,Zenith Co,In-Store,587,137.73,808.48,80039.03,40019.52,40019.51,7203.51,4001.95,11205.46,28814.05,ORD-2023-000636
2023-08-27,Enterprise,North America,Data Sync,Beta GmbH,In-Store,48,475.82,685.18,22154.18,12849.42,9304.76,1772.33,443.08,2215.41,7089.35,ORD-2023-000637
2023-08-27,SMB,APAC,Analytics Suite,Zenith Co,Partner,454,109.24,4463.55,45131.41,22565.71,22565.7,6318.4,1805.26,8123.66,14442.04,ORD-2023-000638
2023-08-13,Mid-Market,Middle East,Integration Pack,Sakura Ltd,In-Store,413,247.67,2045.75,100241.96,63152.43,37089.53,11026.62,3007.26,14033.88,23055.65,ORD-2023-000639
2023-08-01,Mid-Market,Latin America,Data Sync,Sakura Ltd,Partner,218,220.23,960.2,47049.94,28229.96,18819.98,3764,2352.5,6116.5,12703.48,ORD-2023-000640
2023-09-27,Mid-Market,APAC,Forecast Pro,Zenith Co,Online,55,201.87,666.17,10436.68,6575.11,3861.57,834.93,521.83,1356.76,2504.81,ORD-2023-000641
2023-09-18,Enterprise,Latin America,Integration Pack,Helios AG,In-Store,535,434.39,23239.87,209158.78,125495.27,83663.51,27190.64,6274.76,33465.4,50198.11,ORD-2023-000642
2023-09-18,Mid-Market,Latin America,Starter Plan,Beta GmbH,Direct,198,242.39,3839.46,44153.76,28258.41,15895.35,3532.3,1324.61,4856.91,11038.44,ORD-2023-000643
2023-09-04,Mid-Market,Latin America,Integration Pack,Helios AG,Partner,152,204.4,3106.88,27961.92,17895.63,10066.29,3914.67,1957.33,5872,4194.29,ORD-2023-000644
2023-09-06,Mid-Market,Middle East,Forecast Pro,Maple LLC,Partner,561,234.88,13176.77,118590.91,71154.55,47436.36,11859.09,4743.64,16602.73,30833.63,ORD-2023-000645
2023-09-08,Enterprise,North America,Integration Pack,Helios AG,Direct,277,279.52,3097.08,74329.96,45341.28,28988.68,9662.89,2229.9,11892.79,17095.89,ORD-2023-000646
2023-09-08,Enterprise,Middle East,Starter Plan,Zenith Co,Direct,413,457.06,9438.29,179327.49,109389.77,69937.72,14346.2,5379.82,19726.02,50211.7,ORD-2023-000647
2023-09-16,SMB,Middle East,Integration Pack,Helios AG,In-Store,63,154.73,389.92,9358.07,5895.58,3462.49,748.65,561.48,1310.13,2152.36,ORD-2023-000648
2023-09-04,Enterprise,North America,Data Sync,Sakura Ltd,Direct,283,386.3,13118.75,96204.15,53874.32,42329.83,14430.62,2886.12,17316.74,25013.09,ORD-2023-000649
2023-09-21,Mid-Market,APAC,Data Sync,Zenith Co,Online,70,198.7,139.09,13769.91,7848.85,5921.06,2203.19,413.1,2616.29,3304.77,ORD-2023-000650
2023-09-07,Enterprise,Middle East,Forecast Pro,Nova Retail,Direct,442,282.1,7481.29,117206.91,73840.35,43366.56,18753.11,4688.28,23441.39,19925.17,ORD-2023-000651
2023-09-13,Enterprise,Europe,Data Sync,Andes Group,Direct,86,319.44,1373.59,26098.25,14615.02,11483.23,2609.83,1304.91,3914.74,7568.49,ORD-2023-000652
2023-09-15,Enterprise,North America,Forecast Pro,Sakura Ltd,In-Store,419,357.73,11991.11,137897.76,84117.63,53780.13,16547.73,8273.87,24821.6,28958.53,ORD-2023-000653
2023-09-14,SMB,North America,Data Sync,Andes Group,Direct,384,92.13,3184.01,32193.91,18994.41,13199.5,3219.39,1931.63,5151.02,8048.48,ORD-2023-000654
2023-09-27,Enterprise,North America,Forecast Pro,Andes Group,Partner,329,505.26,14960.75,151269.79,96812.67,54457.12,18152.37,6050.79,24203.16,30253.96,ORD-2023-000655
2023-09-12,Enterprise,APAC,Analytics Suite,Orion Inc,Partner,245,267.59,6555.96,59003.59,30091.83,28911.76,5900.36,4130.25,10030.61,18881.15,ORD-2023-000656
2023-09-01,Mid-Market,APAC,Forecast Pro,Helios AG,Partner,449,252.13,11320.64,101885.73,64188.01,37697.72,14264,2037.71,16301.71,21396.01,ORD-2023-000657
2023-09-12,SMB,Latin America,Analytics Suite,Beta GmbH,Online,89,96.56,257.82,8336.02,4168.01,4168.01,1083.68,333.44,1417.12,2750.89,ORD-2023-000658
2023-09-16,Mid-Market,APAC,Data Sync,Beta GmbH,Online,526,227.26,2390.78,117147.98,65602.87,51545.11,18743.68,5857.4,24601.08,26944.03,ORD-2023-000659
2023-09-02,Enterprise,Latin America,Forecast Pro,Maple LLC,Online,595,448.38,10671.44,256114.66,156229.94,99884.72,30733.76,12805.73,43539.49,56345.23,ORD-2023-000660
2023-10-03,Enterprise,Europe,Integration Pack,Atlas BV,Partner,449,335.39,15059.01,135531.1,85384.59,50146.51,10842.49,8131.87,18974.36,31172.15,ORD-2023-000661
2023-10-02,Enterprise,Latin America,Integration Pack,Zenith Co,Partner,47,426.96,602.01,19465.11,12068.37,7396.74,2919.77,973.26,3893.03,3503.71,ORD-2023-000662
2023-10-04,Enterprise,Europe,Starter Plan,Sakura Ltd,Partner,112,383.39,5152.76,37786.92,24183.63,13603.29,4156.56,1889.35,6045.91,7557.38,ORD-2023-000663
2023-10-26,Mid-Market,North America,Analytics Suite,Acme Corp,Direct,399,280.3,6710.38,105129.32,52564.66,52564.66,14718.1,4205.17,18923.27,33641.39,ORD-2023-000664
2023-10-07,Enterprise,Europe,Starter Plan,Maple LLC,Partner,305,485.28,11840.83,136169.57,83063.44,53106.13,12255.26,4085.09,16340.35,36765.78,ORD-2023-000665
2023-10-14,Enterprise,Europe,Integration Pack,Zenith Co,Partner,235,320.3,7527.05,67743.45,40646.07,27097.38,10838.95,3387.17,14226.12,12871.26,ORD-2023-000666
2023-10-06,Mid-Market,APAC,Analytics Suite,Beta GmbH,Online,220,214.38,1886.54,45277.06,23544.07,21732.99,7244.33,905.54,8149.87,13583.12,ORD-2023-000667
2023-10-14,Mid-Market,Latin America,Analytics Suite,Atlas BV,Online,389,298.52,11612.43,104511.85,55391.28,49120.57,16721.9,3135.36,19857.26,29263.31,ORD-2023-000668
2023-10-27,Enterprise,Middle East,Forecast Pro,Andes Group,Partner,307,381.23,8192.63,108844.98,66395.44,42449.54,14149.85,7619.15,21769,20680.54,ORD-2023-000669
2023-10-23,Mid-Market,North America,Data Sync,Andes Group,In-Store,463,281.75,13045.03,117405.22,69269.08,48136.14,11740.52,2348.1,14088.62,34047.52,ORD-2023-000670
2023-10-20,Enterprise,North America,Forecast Pro,Helios AG,Partner,505,458.24,27769.34,203641.86,126257.95,77383.91,20364.19,8145.67,28509.86,48874.05,ORD-2023-000671
2023-10-15,Enterprise,North America,Forecast Pro,Orion Inc,In-Store,93,261.94,2192.44,22167.98,13522.47,8645.51,1995.12,1330.08,3325.2,5320.31,ORD-2023-000672
2023-10-23,Mid-Market,Middle East,Data Sync,Nova Retail,Partner,396,197.66,3913.67,74359.69,43872.22,30487.47,5948.78,1487.19,7435.97,23051.5,ORD-2023-000673
2023-10-20,SMB,Latin America,Data Sync,Atlas BV,Direct,264,156.16,412.26,40813.98,23672.11,17141.87,3673.26,1632.56,5305.82,11836.05,ORD-2023-000674
2023-10-25,Enterprise,Latin America,Forecast Pro,Atlas BV,Online,445,470.58,25128.97,184279.13,116095.85,68183.28,16585.12,9213.96,25799.08,42384.2,ORD-2023-000675
2023-10-25,Enterprise,Middle East,Starter Plan,Acme Corp,Direct,285,396.24,5646.42,107281.98,65442.01,41839.97,16092.3,5364.1,21456.4,20383.57,ORD-2023-000676
2023-10-12,Mid-Market,Europe,Data Sync,Helios AG,Online,233,233.8,2179.02,52296.38,30331.9,21964.48,5752.6,3660.75,9413.35,12551.13,ORD-2023-000677
2023-10-05,SMB,Middle East,Integration Pack,Sakura Ltd,Online,85,130.97,1001.92,10130.53,6179.62,3950.91,1114.36,202.61,1316.97,2633.94,ORD-2023-000678
2023-10-22,Enterprise,APAC,Forecast Pro,Atlas BV,Online,529,378.9,12026.29,188411.81,120583.56,67828.25,28261.77,7536.47,35798.24,32030.01,ORD-2023-000679
2023-10-14,Mid-Market,APAC,Starter Plan,Maple LLC,Online,590,220.42,6502.39,123545.41,75362.7,48182.71,14825.45,7412.72,22238.17,25944.54,ORD-2023-000680
2023-11-21,Mid-Market,Europe,Analytics Suite,Nova Retail,Online,493,185.89,2749.31,88894.46,48003.01,40891.45,8889.45,1777.89,10667.34,30224.11,ORD-2023-000681
2023-11-04,Mid-Market,Europe,Integration Pack,Atlas BV,Direct,301,233.38,4214.84,66032.54,42260.83,23771.71,8584.23,1980.98,10565.21,13206.5,ORD-2023-000682
2023-11-19,Mid-Market,North America,Starter Plan,Acme Corp,Partner,296,176.76,1569.63,50751.33,31465.82,19285.51,6597.67,3552.59,10150.26,9135.25,ORD-2023-000683
2023-11-28,SMB,Europe,Data Sync,Orion Inc,Partner,264,145.14,383.17,37933.79,21242.92,16690.87,3034.7,758.68,3793.38,12897.49,ORD-2023-000684
2023-11-02,Mid-Market,Middle East,Analytics Suite,Maple LLC,Direct,536,243.49,9135.74,121374.9,65542.45,55832.45,19419.98,4855,24274.98,31557.47,ORD-2023-000685
2023-11-23,SMB,APAC,Analytics Suite,Beta GmbH,Direct,234,120.36,2253.14,25911.1,13732.88,12178.22,2591.11,1813.78,4404.89,7773.33,ORD-2023-000686
2023-11-12,Enterprise,APAC,Starter Plan,Beta GmbH,Direct,405,517.46,25148.56,184422.74,118030.55,66392.19,14753.82,7376.91,22130.73,44261.46,ORD-2023-000687
2023-11-15,Mid-Market,North America,Analytics Suite,Beta GmbH,Online,531,233.65,13647.5,110420.65,56314.53,54106.12,17667.3,7729.45,25396.75,28709.37,ORD-2023-000688
2023-11-21,Enterprise,North America,Starter Plan,Andes Group,Partner,274,477.52,15700.86,115139.62,70235.17,44904.45,10362.57,5756.98,16119.55,28784.9,ORD-2023-000689
2023-11-28,Enterprise,Europe,Starter Plan,Zenith Co,In-Store,63,328.27,2481.72,18199.29,11647.55,6551.74,2729.89,545.98,3275.87,3275.87,ORD-2023-000690
2023-11-27,Mid-Market,Europe,Analytics Suite,Orion Inc,Partner,229,206.64,5205.26,42115.3,21057.65,21057.65,5896.14,1263.46,7159.6,13898.05,ORD-2023-000691
2023-11-05,Mid-Market,North America,Data Sync,Beta GmbH,Direct,430,178.17,4596.79,72016.31,43209.79,28806.52,6481.47,3600.82,10082.29,18724.23,ORD-2023-000692
2023-11-11,Enterprise,Latin America,Data Sync,Sakura Ltd,Direct,133,405.26,5928.95,47970.63,28302.67,19667.96,7195.59,2878.24,10073.83,9594.13,ORD-2023-000693
2023-11-11,SMB,Europe,Data Sync,Andes Group,Direct,485,95.42,1851.15,44427.55,26656.53,17771.02,4442.76,2221.38,6664.14,11106.88,ORD-2023-000694
2023-11-05,SMB,Latin America,Data Sync,Sakura Ltd,Online,555,139.69,3101.12,74426.83,43167.56,31259.27,7442.68,5209.88,12652.56,18606.71,ORD-2023-000695
2023-11-24,Enterprise,Europe,Analytics Suite,Zenith Co,Partner,381,482.51,25737.08,158099.23,82211.6,75887.63,22133.89,6323.97,28457.86,47429.77,ORD-2023-000696
2023-11-23,Enterprise,Europe,Forecast Pro,Zenith Co,Online,421,395.62,4996.68,161559.34,103397.98,58161.36,17771.53,9693.56,27465.09,30696.27,ORD-2023-000697
2023-11-26,Enterprise,Middle East,Data Sync,Helios AG,Online,453,453.86,16447.89,189150.69,107815.89,81334.8,15132.06,13240.55,28372.61,52962.19,ORD-2023-000698
2023-11-12,Mid-Market,APAC,Integration Pack,Andes Group,Direct,426,302.98,9034.86,120034.62,72020.77,48013.85,18005.19,8402.42,26407.61,21606.24,ORD-2023-000699
2023-11-14,Enterprise,APAC,Forecast Pro,Andes Group,Online,506,489.24,7426.66,240128.78,144077.27,96051.51,36019.32,4802.58,40821.9,55229.61,ORD-2023-000700
2023-12-17,SMB,North America,Forecast Pro,Beta GmbH,Online,158,114.3,722.38,17337.02,10402.21,6934.81,2080.44,866.85,2947.29,3987.52,ORD-2023-000701
2023-12-10,Enterprise,APAC,Forecast Pro,Maple LLC,Partner,91,383.98,1048.27,33893.91,21353.16,12540.75,2711.51,1694.7,4406.21,8134.54,ORD-2023-000702
2023-12-13,Enterprise,Latin America,Integration Pack,Beta GmbH,In-Store,176,464.43,10626.16,71113.52,42668.11,28445.41,6400.22,4266.81,10667.03,17778.38,ORD-2023-000703
2023-12-14,SMB,Middle East,Integration Pack,Atlas BV,Partner,55,91.88,101.07,4952.33,3119.97,1832.36,792.37,148.57,940.94,891.42,ORD-2023-000704
2023-12-06,Mid-Market,APAC,Forecast Pro,Andes Group,Online,409,198.72,812.76,80463.72,51496.78,28966.94,8046.37,4827.82,12874.19,16092.75,ORD-2023-000705
2023-12-11,Enterprise,Latin America,Forecast Pro,Orion Inc,In-Store,327,452.71,19244.7,128791.47,82426.54,46364.93,20606.64,3863.74,24470.38,21894.55,ORD-2023-000706
2023-12-25,Mid-Market,Europe,Analytics Suite,Nova Retail,In-Store,581,223.99,5205.53,124932.66,63715.66,61217,11243.94,3747.98,14991.92,46225.08,ORD-2023-000707
2023-12-01,Enterprise,North America,Data Sync,Orion Inc,Online,450,514.44,16204.86,215293.14,124870.02,90423.12,25835.18,12917.59,38752.77,51670.35,ORD-2023-000708
2023-12-02,SMB,APAC,Integration Pack,Nova Retail,Partner,589,141.89,1671.46,81901.75,52417.12,29484.63,7371.16,5733.12,13104.28,16380.35,ORD-2023-000709
2023-12-07,SMB,Europe,Integration Pack,Acme Corp,Online,255,90.36,1612.93,21428.87,13714.48,7714.39,3428.62,1500.02,4928.64,2785.75,ORD-2023-000710
2023-12-11,SMB,Europe,Integration Pack,Acme Corp,Direct,67,105.72,354.16,6729.08,4104.74,2624.34,538.33,269.16,807.49,1816.85,ORD-2023-000711
2023-12-25,Mid-Market,North America,Integration Pack,Acme Corp,Online,148,185.34,548.61,26881.71,17204.29,9677.42,3763.44,1612.9,5376.34,4301.08,ORD-2023-000712
2023-12-27,Mid-Market,APAC,Forecast Pro,Beta GmbH,Direct,461,300.58,11085.39,127481.99,79038.83,48443.16,15297.84,6374.1,21671.94,26771.22,ORD-2023-000713
2023-12-12,Mid-Market,APAC,Analytics Suite,Orion Inc,Partner,524,282.72,14814.53,133330.75,66665.38,66665.37,15999.69,2666.62,18666.31,47999.06,ORD-2023-000714
2023-12-26,Enterprise,North America,Starter Plan,Helios AG,Online,482,400.22,7716.24,185189.8,116669.57,68520.23,29630.37,3703.8,33334.17,35186.06,ORD-2023-000715
2023-12-14,Mid-Market,Middle East,Analytics Suite,Atlas BV,Partner,383,221.21,9319.58,75403.85,38455.96,36947.89,10556.54,3016.15,13572.69,23375.2,ORD-2023-000716
2023-12-22,Mid-Market,Europe,Analytics Suite,Andes Group,Partner,455,274,6233.5,118436.5,63955.71,54480.79,18949.84,3553.1,22502.94,31977.85,ORD-2023-000717
2023-12-01,SMB,Middle East,Integration Pack,Nova Retail,Direct,167,111.66,1678.25,16968.97,10520.76,6448.21,2036.28,848.45,2884.73,3563.48,ORD-2023-000718
2023-12-16,SMB,APAC,Analytics Suite,Nova Retail,Online,51,127.68,716.28,5795.4,3071.56,2723.84,637.49,173.86,811.35,1912.49,ORD-2023-000719
2023-12-14,SMB,Middle East,Data Sync,Orion Inc,Online,333,106.85,1423.24,34157.81,20153.11,14004.7,3415.78,1366.31,4782.09,9222.61,ORD-2023-000720
2024-01-25,Mid-Market,APAC,Integration Pack,Nova Retail,In-Store,82,179.05,440.46,14241.64,8687.4,5554.24,1709,854.5,2563.5,2990.74,ORD-2024-000721
2024-01-19,Mid-Market,North America,Starter Plan,Zenith Co,Online,594,309.7,14716.94,169244.86,103239.36,66005.5,15232.04,8462.24,23694.28,42311.22,ORD-2024-000722
2024-01-25,SMB,APAC,Integration Pack,Nova Retail,Online,590,151.92,8066.95,81565.85,51386.49,30179.36,8972.24,4078.29,13050.53,17128.83,ORD-2024-000723
2024-01-21,Mid-Market,North America,Analytics Suite,Zenith Co,Partner,428,219.51,7516.02,86434.26,43217.13,43217.13,11236.45,3457.37,14693.82,28523.31,ORD-2024-000724
2024-01-13,SMB,Latin America,Analytics Suite,Sakura Ltd,Online,367,122.38,449.13,44464.33,22676.81,21787.52,4001.79,1778.57,5780.36,16007.16,ORD-2024-000725
2024-01-28,SMB,Latin America,Analytics Suite,Orion Inc,In-Store,215,93.68,2014.12,18127.08,9426.08,8701,1812.71,725.08,2537.79,6163.21,ORD-2024-000726
2024-01-24,SMB,APAC,Integration Pack,Andes Group,Direct,445,151.47,6066.37,61337.78,38029.42,23308.36,5520.4,1840.13,7360.53,15947.83,ORD-2024-000727
2024-01-05,Enterprise,Middle East,Data Sync,Andes Group,Online,165,356.4,5880.6,52925.4,30696.73,22228.67,5821.79,2117.02,7938.81,14289.86,ORD-2024-000728
2024-01-15,Mid-Market,Latin America,Forecast Pro,Acme Corp,Direct,482,220.98,1065.12,105447.24,64322.82,41124.42,10544.72,2108.94,12653.66,28470.76,ORD-2024-000729
2024-01-16,Mid-Market,Middle East,Data Sync,Nova Retail,In-Store,572,262.63,12017.95,138206.41,77395.59,60810.82,17966.83,6910.32,24877.15,35933.67,ORD-2024-000730
2024-01-19,Mid-Market,Latin America,Analytics Suite,Andes Group,Partner,224,236.18,3703.3,49201.02,25092.52,24108.5,5904.12,2460.05,8364.17,15744.33,ORD-2024-000731
2024-01-19,Mid-Market,North America,Starter Plan,Andes Group,Online,437,298.82,11752.59,118831.75,74864,43967.75,14259.81,4753.27,19013.08,24954.67,ORD-2024-000732
2024-01-09,SMB,Middle East,Forecast Pro,Orion Inc,Direct,461,108.38,2498.16,47465.02,29902.96,17562.06,5221.15,949.3,6170.45,11391.61,ORD-2024-000733
2024-01-07,SMB,Europe,Analytics Suite,Acme Corp,Partner,264,98.76,1042.91,25029.73,13516.05,11513.68,2002.38,1251.49,3253.87,8259.81,ORD-2024-000734
2024-01-07,SMB,North America,Starter Plan,Sakura Ltd,Direct,161,151.62,488.22,23922.6,14353.56,9569.04,3349.16,1196.13,4545.29,5023.75,ORD-2024-000735
2024-01-01,SMB,North America,Starter Plan,Atlas BV,Online,469,116.04,4898.05,49524.71,31200.57,18324.14,3961.98,990.49,4952.47,13371.67,ORD-2024-000736
2024-01-23,Enterprise,Middle East,Forecast Pro,Nova Retail,Partner,76,293.44,2676.17,19625.27,12363.92,7261.35,1962.53,981.26,2943.79,4317.56,ORD-2024-000737
2024-01-23,Mid-Market,APAC,Data Sync,Atlas BV,Direct,334,207.71,2775.01,66600.13,38628.08,27972.05,9324.02,1332,10656.02,17316.03,ORD-2024-000738
2024-01-21,Mid-Market,APAC,Forecast Pro,Acme Corp,In-Store,299,242.42,5798.69,66684.89,41344.63,25340.26,7335.34,2667.4,10002.74,15337.52,ORD-2024-000739
2024-01-02,SMB,Middle East,Starter Plan,Beta GmbH,In-Store,420,125.94,4231.58,48663.22,31144.46,17518.76,4866.32,1459.9,6326.22,11192.54,ORD-2024-000740
2024-02-27,Enterprise,North America,Starter Plan,Orion Inc,Partner,348,332.84,4633.13,111195.19,67829.07,43366.12,13343.42,7783.66,21127.08,22239.04,ORD-2024-000741
2024-02-01,Mid-Market,Middle East,Data Sync,Sakura Ltd,Online,143,189.99,1630.11,25538.46,14556.92,10981.54,3064.62,1532.31,4596.93,6384.61,ORD-2024-000742
2024-02-27,SMB,APAC,Starter Plan,Maple LLC,Direct,66,145.03,574.32,8997.66,5758.5,3239.16,1439.63,449.88,1889.51,1349.65,ORD-2024-000743
2024-02-18,Mid-Market,Latin America,Forecast Pro,Orion Inc,In-Store,196,197.12,3863.55,34771.97,21906.34,12865.63,5215.8,1043.16,6258.96,6606.67,ORD-2024-000744
2024-02-12,Mid-Market,North America,Integration Pack,Orion Inc,Direct,319,228.07,5820.35,66933.98,42168.41,24765.57,8701.42,4685.38,13386.8,11378.77,ORD-2024-000745
2024-02-18,Mid-Market,Latin America,Starter Plan,Andes Group,Online,548,197.49,9740.21,98484.31,63029.96,35454.35,14772.65,2954.53,17727.18,17727.17,ORD-2024-000746
2024-02-02,SMB,APAC,Starter Plan,Maple LLC,Partner,453,106.77,3385.68,44981.13,28787.92,16193.21,6297.36,3148.68,9446.04,6747.17,ORD-2024-000747
2024-02-02,SMB,Middle East,Starter Plan,Atlas BV,Online,422,155.6,2626.53,63036.67,39082.74,23953.93,6934.03,2521.47,9455.5,14498.43,ORD-2024-000748
2024-02-15,Enterprise,Middle East,Starter Plan,Helios AG,Partner,356,369.28,13146.37,118317.31,70990.39,47326.92,13014.9,4732.69,17747.59,29579.33,ORD-2024-000749
2024-02-12,Enterprise,North America,Forecast Pro,Helios AG,Direct,380,384.85,16086.73,130156.27,81998.45,48157.82,14317.19,3904.69,18221.88,29935.94,ORD-2024-000750
2024-02-15,Mid-Market,Europe,Analytics Suite,Andes Group,Direct,195,255.24,3981.74,45790.06,22895.03,22895.03,6868.51,3205.3,10073.81,12821.22,ORD-2024-000751
2024-02-14,Enterprise,APAC,Analytics Suite,Nova Retail,Direct,353,489.48,6911.46,165874.98,89572.49,76302.49,26540,3317.5,29857.5,46444.99,ORD-2024-000752
2024-02-26,Mid-Market,APAC,Forecast Pro,Acme Corp,Online,190,247.37,4700.03,42300.27,25803.16,16497.11,5922.04,1269.01,7191.05,9306.06,ORD-2024-000753
2024-02-16,Mid-Market,APAC,Starter Plan,Zenith Co,Online,179,298.83,1069.81,52420.76,31976.66,20444.1,8387.32,1048.42,9435.74,11008.36,ORD-2024-000754
2024-02-28,SMB,Europe,Data Sync,Atlas BV,Direct,452,104.08,1411.32,45632.84,25554.39,20078.45,5019.61,912.66,5932.27,14146.18,ORD-2024-000755
2024-02-03,Mid-Market,Latin America,Integration Pack,Helios AG,In-Store,482,211.87,2042.43,100078.91,62048.92,38029.99,10007.89,4003.16,14011.05,24018.94,ORD-2024-000756
